"","x"
"1",2
"2",1.93121447445979
"3",1.92530193373733
"4",1.87894679836567
"5",1.8636111930705
"6",1.81074328217094
"7",1.71908556082351
"8",1.67808554599468
"9",1.64390665921308
"10",1.58170934079906
"11",1.49091845809502
"12",1.41724116990662
"13",1.37916566937095
"14",1
"15",1
"16",1
"17",1
"18",1
"19",1
"20",1
"21",1
"22",1
"23",1
"24",1
"25",1
"26",1
"27",1
"28",1
"29",1
"30",1
"31",1
"32",1
"33",1
"34",1
"35",1
"36",1
"37",1
"38",1
"39",1
"40",1
"41",1
"42",1
"43",1
"44",1
"45",1
"46",1
"47",1
"48",1
"49",1
"50",1
"51",1
"52",1
"53",1
"54",1
"55",1
"56",1
"57",1
"58",1
"59",1
"60",1
"61",1
"62",1
"63",1
"64",1
"65",1
"66",1
"67",0.999999999999999
"68",0.999999999999999
"69",0.999999999999999
"70",0.999999999999999
"71",0.999999999999999
"72",0.999999999999999
"73",0.999999999999999
"74",0.999999999999999
"75",0.999999999999999
"76",0.999999999999999
"77",0.999999999999999
"78",0.999999999999999
"79",0.999999999999999
"80",0.999999999999999
"81",0.999999999999999
"82",0.999999999999999
"83",0.999999999999999
"84",0.999999999999999
"85",0.999999999999999
"86",0.999999999999999
"87",0.999999999999999
"88",0.999999999999999
"89",0.999999999999999
"90",0.999999999999999
"91",0.999999999999999
"92",0.999999999999999
"93",0.999999999999998
"94",0.999999999999998
"95",0.999999999999998
"96",0.999999999999998
"97",0.999999999999998
"98",0.999999999999998
"99",0.999999999999998
"100",0.999999999999998
"101",0.999999999999997
"102",0.999999999999997
"103",0.999999999999997
"104",0.999999999999997
"105",0.999999999999997
"106",0.999999999999997
"107",0.999999999999996
"108",0.999999999999996
"109",0.999999999999996
"110",0.999999999999996
"111",0.999999999999996
"112",0.999999999999995
"113",0.999999999999989
"114",0.646242953723946
"115",0.583446333198059
"116",0.50094420351665
"117",0.422745223130299
"118",0.379655258319323
"119",0.327592975097186
"120",0.285787151165587
"121",0.2204139984712
"122",0.12249580721756
"123",0.116465666353829
"124",0.0742803437992241
"125",4.23666639723221e-16
"126",-2.54614477703304e-15
